,name,cb_url,domain,homepage_url,logo_url,short_description,t&c_filename,t&c_url,last_crawlel_date
171,Wish,https://www.crunchbase.com/organization/wish?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,wish.com,http://wish.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1488263871/kotqdkxrmdr6jblee12f.png,"Wish is an e-commerce shopping app, putting a digital shopping mall of affordable goods directly in the pockets of consumers worldwide.",,,
172,Jet,https://www.crunchbase.com/organization/jet?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,jet.com,http://www.jet.com/,https://res.cloudinary.com/crunchbase-production/image/upload/jbrbkyavpewjzkjyc76w,Jet operates an e-commerce platform that allows its member to shop online from various retailers.,,,
173,FlexShopper,https://www.crunchbase.com/organization/flexshopper?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,flexshopper.com,http://www.flexshopper.com,https://res.cloudinary.com/crunchbase-production/image/upload/urie0mdep2pwq9nudmk4,FlexShopper provides certain types of durable goods to consumers on a lease-to-own basis.,,,
174,Dolce Vita,https://www.crunchbase.com/organization/dolce-vita?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dolcevita.com,http://dolcevita.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1408419751/eob8cxn00fc91dzqdoh1.png,"Dolce Vita, the brand beloved for its reasonably priced, fashion-friendly footwear",,,
175,Levi's,https://www.crunchbase.com/organization/levi-s?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,levi.com,http://www.levi.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1506357439/vzfadkvpuvrrsesxbv0d.png,Levi's is a retailer of denim specializing in blue jeans and other products.,,,
176,Trove,https://www.crunchbase.com/organization/trove-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,usetrove.com,https://www.usetrove.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1427676713/k1ugfcdysznj1iwypfbi.png,"Safest, easiest way to discover, buy & sell goods in your neighborhood using your phone.",,,
177,Remoov,https://www.crunchbase.com/organization/remoov?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,remoovit.com,http://remoovit.com/,https://res.cloudinary.com/crunchbase-production/image/upload/gr8qebfztyqdt4hhcnq2,Unlocking the value of the secondary goods market. Reduce waste by increasing reuse.,,,
178,Tatcha,https://www.crunchbase.com/organization/tatcha?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tatcha.com,http://www.tatcha.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1412670916/qp9ztm7yewd3uwcxu5si.jpg,Classic Japanese beauty rituals: Beloved by geisha. Proven by science. Remastered for you.,,,
179,Micro Center,https://www.crunchbase.com/organization/micro-center?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,microcenter.com,http://www.microcenter.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1413176129/v35rmjquqwruyqfngni7.jpg,Micro Center is a retailer for computers and consumer electronics in the United States.,,,
180,Homie,https://www.crunchbase.com/organization/homie-3?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,homie.com,https://www.homie.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1475851397/ta40ufr97omjff8tyd1o.png,Homie is the future of home buying and selling. Customers save thousands of dollars—we’re not focused on commissions. #wegotyourback,,,
181,Missguided,https://www.crunchbase.com/organization/missguided?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,missguided.co.uk,http://www.missguided.co.uk/,https://res.cloudinary.com/crunchbase-production/image/upload/v1414765371/tk6r4pfcdqztvgydqppl.jpg,Missguided is a fresh and vibrant online store that aims to stay on top of the latest trends in order to provide their customers.,,,
182,Hungryroot,https://www.crunchbase.com/organization/reimagined?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hungryroot.com,http://www.hungryroot.com,https://res.cloudinary.com/crunchbase-production/image/upload/pzmpuccb1aegspqc4she,"Healthy groceries + simple recipes, delivered to your door.",,,
183,Uplift,https://www.crunchbase.com/organization/uplift-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,uplift.com,http://www.uplift.com,https://res.cloudinary.com/crunchbase-production/image/upload/zejfzxl3sl7ocw0otbwg,"Uplift is an enterprise buy now, pay later solution offering a complete range of personalized payment options.",,,
184,Glossier,https://www.crunchbase.com/organization/glossier?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,glossier.com,https://www.glossier.com/,https://res.cloudinary.com/crunchbase-production/image/upload/wlvp0turbfx7ver03t5y,Glossier is a direct-to-consumer beauty company that leverages content and community to power a superior shopping experience.,,,
185,GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,grubmarket.com,https://www.grubmarket.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1470349005/hiwewatvc6jpsdhw3wcc.png,GrubMarket supplies local fresh food online with affordable prices and convenient delivery.,,,
186,The North Face,https://www.crunchbase.com/organization/the-north-face-emea?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thenorthface.com,http://www.thenorthface.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1416484469/uro724czcr8eovetcyz3.png,"The North Face®, a Division of VF Corporation, is the leading outdoor lifestyle company.",,,
187,Bombas,https://www.crunchbase.com/organization/bombas?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bombas.com,http://www.bombas.com/,https://res.cloudinary.com/crunchbase-production/image/upload/i4ia16afmykfqwxg9n0f,"Bombas is an apparel brand that offers and manufactures athletic socks for men, women, teens, and girls through its online platform.",,,
188,Supreme,https://www.crunchbase.com/organization/supreme?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,supremenewyork.com,http://www.supremenewyork.com,https://res.cloudinary.com/crunchbase-production/image/upload/crocoyipingjcfkm1sj8,Supreme is a streetwear brand that produces and manufactures fashionable clothing and accessories.,,,
189,Beautycounter,https://www.crunchbase.com/organization/beautycounter?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,beautycounter.com,http://www.beautycounter.com/,https://res.cloudinary.com/crunchbase-production/image/upload/tn7oo00nxucldkb7hk3q,Beautycounter is a beauty brand that distributes products through relationship networks and online.,,,
190,IKEA,https://www.crunchbase.com/organization/ikea-systems?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ikea.com,http://www.ikea.com/,https://res.cloudinary.com/crunchbase-production/image/upload/niohtjawevc2z70mtdft,"IKEA Systems offers a wide range of well-designed, functional home furnishing products.",,,
191,Madewell,https://www.crunchbase.com/organization/madewell?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,madewell.com,https://www.madewell.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1419082455/naakppenka5ukcf2hq4x.png,Madewell is proud to be part of the J.Crew Group and fully shares its commitment to providing the highest quality.,,,
192,James Allen,https://www.crunchbase.com/organization/james-allen-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,jamesallen.com,http://www.jamesallen.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1433943757/s61ip98t6qnapldz81lj.jpg,JamesAllen.com has pioneered the way consumers shop for fine jewelry online.,,,
193,Armani,https://www.crunchbase.com/organization/armani?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,armani.com,http://www.armani.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1488040734/dnzqk9ftnbb3j2fbnagk.png,Armani best known for revolutionizing fashion with unstructured jacket in the Eightie.,,,
194,Fabric,https://www.crunchbase.com/organization/fabric-3ad9?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fabric.inc,https://fabric.inc/,https://res.cloudinary.com/crunchbase-production/image/upload/qhb7eb9tdr9qf2xzy8w5,Fabric is a headless commerce platform helping direct-to-consumer and B2B brands utilize an eCommerce platform designed for their needs.,,,
195,Champion,https://www.crunchbase.com/organization/champion-8ea8?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,championstore.com,http://championstore.com/,https://res.cloudinary.com/crunchbase-production/image/upload/ao6xsthfu0wknciqtqrd,Champion is a producer of high-quality sports apparel and continuously innovates to bring its customers the best.,,,
196,Booksy,https://www.crunchbase.com/organization/booksy?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,booksy.com,http://booksy.com,https://res.cloudinary.com/crunchbase-production/image/upload/y5dq6atfojgvnhew7aom,Booksy is an online platform for finding and booking beauty and wellness appointments.,,,
197,Zara,https://www.crunchbase.com/organization/zara?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,zara.com,http://www.zara.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1491799627/jiaaxccavybvylbqslsn.png,"Zara is an international fashion company focused on design, production, distribution, and sales through its extensive retail network.",,,
198,Vroom,https://www.crunchbase.com/organization/vroom-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,vroom.com,https://www.vroom.com/,https://res.cloudinary.com/crunchbase-production/image/upload/ugzfqf7ggdkz8n6qkrte,"Vroom is an innovative, end-to-end ecommerce platform designed to offer a better way to buy and sell used vehicles.",,,
199,Valentino,https://www.crunchbase.com/organization/valentino?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,valentino.com,http://valentino.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1426140061/ea3assesdoogv0oinigz.png,Valentino operates online boutiques and showrooms that sell fashion and luxury products.,,,
200,M.Gemi,https://www.crunchbase.com/organization/m-gemi?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mgemi.com,http://www.mgemi.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1446735146/ckwnpyi3yiafukjgnbtd.jpg,"M.Gemi sells gorgeous shoes, handcrafted in Italy and directly to clients.",,,
201,Sam Edelman,https://www.crunchbase.com/organization/sam-edelman?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,samedelman.com,http://www.samedelman.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1427224077/q3tg5hfgopspcanlz4wt.jpg,"Sam Edelman delivers fashion forward womens' footwear, apparel and accessories.",,,
202,Reformation,https://www.crunchbase.com/organization/reformation?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thereformation.com,http://www.thereformation.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1427982342/wyammj0hzzqd7xv8o0t0.png,"Reformation is a revolution in fashion where design, value, and sustainability coexist.",,,
203,GlassesUSA,https://www.crunchbase.com/organization/glassesusa?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,glassesusa.com,http://www.glassesusa.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1427795815/wb6lzbnwt46lq2cg3hg1.png,GlassesUSA.com is the premier online retailer of prescription eyeglasses and sunglasses.,,,
204,Alexander McQueen,https://www.crunchbase.com/organization/alexander-mcqueen?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,alexandermcqueen.com,http://alexandermcqueen.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1428050052/akdechaffjtogsdqur6y.png,Discover the latest collection of fashion for men and women online today.,,,
205,GeekBuying,https://www.crunchbase.com/organization/geekbuying?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,geekbuying.com,http://www.geekbuying.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1428308206/ymfquuecuhchkjjdqse1.png,High tech gadgets for price-save geeks.,,,
206,Origins,https://www.crunchbase.com/organization/origins?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,origins.com,http://www.origins.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1429096865/i9ijmtclwwhftrtcuigx.png,Origins Get your daily glow back with new Original Skin Renewal serum.,,,
207,Gopuff,https://www.crunchbase.com/organization/gopuff?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,gopuff.com,http://www.gopuff.com,https://res.cloudinary.com/crunchbase-production/image/upload/wgqp1ok8oozwfm6a2wsr,"Gopuff is a mobile app-based digital delivery service that delivers products such as over-the-counter medicine, baby food, and alcohol.",,,
208,Epic Games,https://www.crunchbase.com/organization/epic-games-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,epicgames.com,http://www.epicgames.com,https://res.cloudinary.com/crunchbase-production/image/upload/nd8mjc5fhy807gqwma64,Epic Games is an American video game and software company that creates games and offers its game engine technology to other developers.,,,
209,Reel,https://www.crunchbase.com/organization/reeelit?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,joinreel.co,https://www.joinreel.co/,https://res.cloudinary.com/crunchbase-production/image/upload/v1506985409/psiurjtih1xdbtc5dxby.jpg,Reel is a platform for debt-free shopping. A simple way to pay for the things you want in installment savings.,,,
210,SSENSE,https://www.crunchbase.com/organization/ssense?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ssense.com,https://www.ssense.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1432053053/ci4anqqtqdnzzyhdz5nw.png,SSENSE is an online platform that offers a range of luxury designer clothing for men and women.,,,
211,Shiseido,https://www.crunchbase.com/organization/shiseido?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,shiseido.com,http://www.shiseido.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1433473170/ilxgr5jsbnybexhjxpnc.jpg,"Shiseido offers the highest quality products in skincare, makeup, and fragrance.",,,
212,Hawkers Co.,https://www.crunchbase.com/organization/hawkers-co?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hawkersco.com,http://hawkersco.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1475593088/zywlkctbpfahgl34ge1h.jpg,Hawkers Co is a sunglasses company.,,,
213,Goat Group,https://www.crunchbase.com/organization/goatapp?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,goatgroup.com,https://www.goatgroup.com,https://res.cloudinary.com/crunchbase-production/image/upload/vtpvp46fr98de2r1txof,"Goat Group is a marketplace for authentic sneakers, apparel, and accessories.",,,
214,BJ's Wholesale Club,https://www.crunchbase.com/organization/bj-s-wholesale-club?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bjs.com,http://www.bjs.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1458870364/q8ezvidpowvimyfrsdeo.png,"BJ's Wholesale Club, commonly referred to simply as BJ's.",,,
215,The Farmer's Dog,https://www.crunchbase.com/organization/the-farmer-s-dog?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thefarmersdog.com,https://thefarmersdog.com,https://res.cloudinary.com/crunchbase-production/image/upload/i3ikvstagzk2yiap6uoz,"A smarter, healthier pet food -- delivered. #longlivedogs",,,
216,Snap Kitchen,https://www.crunchbase.com/organization/snap-kitchen?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,snapkitchen.com,http://www.snapkitchen.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1438830356/p5tv20pcs76uumnacsbw.png,"Snap Kitchen is dedicated to bringing our customers flavorful, handcrafted food",,,
217,Letgo,https://www.crunchbase.com/organization/letgo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,letgo.com,https://www.letgo.com,https://res.cloudinary.com/crunchbase-production/image/upload/kfqmmoipgr4k22sxfhg4,Letgo is a second-hand shopping app that helps users buy and sell locally.,,,
218,Stadium Goods,https://www.crunchbase.com/organization/stadium-goods?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,stadiumgoods.com,http://www.stadiumgoods.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1483983453/ajffv7tckyqcd8buytrd.jpg,Stadium Goods is an online marketplace for sought after sneakers and streetwear.,,,
219,Function of Beauty,https://www.crunchbase.com/organization/function-of-beauty?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,functionofbeauty.com,https://functionofbeauty.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1488910606/mkbyxk6ykkdn1jjajq8y.png,Function of Beauty is a provider of personalized hair care products tailored to its customers' specific hair profile and goals.,,,
220,StockX,https://www.crunchbase.com/organization/stockx?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,stockx.com,https://stockx.com/,https://res.cloudinary.com/crunchbase-production/image/upload/hvhqzscb7we0hifjqr2q,StockX is an online marketplace to buy and sell limited edition and high demand sneakers.,,,
221,Pharmapacks,https://www.crunchbase.com/organization/pharmapacks-llc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,pharmapacks.com,http://www.pharmapacks.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1455298074/ywpefhayafy5cojrynj9.png,Pharmapacks is an e-commerce company that offers products for daily health and wellness needs.,,,
222,Sabon,https://www.crunchbase.com/organization/sabon?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sabon.co.il,http://www.sabon.co.il,https://res.cloudinary.com/crunchbase-production/image/upload/v1482223730/bjdqzbemkvxnfr0nf4dr.png,"SABON specializes in creating a personal and exciting experience, developing care products.",,,
223,Tamara Mellon,https://www.crunchbase.com/organization/tamara-mellon-brand?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,tamaramellon.com,http://www.tamaramellon.com/,https://res.cloudinary.com/crunchbase-production/image/upload/gcopg2ri08hypye6emlz,Tamara Mellon offers apparel and accessories for women.,,,
224,Allbirds,https://www.crunchbase.com/organization/allbirds?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,allbirds.com,https://www.allbirds.com,https://res.cloudinary.com/crunchbase-production/image/upload/dsgpqbffmz7mslawi37q,Allbirds is an apparel and fashion company that specializes in manufacturing eco-friendly wool shoes.,,,
225,KitchenAid,https://www.crunchbase.com/organization/kitchenaid?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,kitchenaid.com,http://www.kitchenaid.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1463284090/zsfj44icoyr46jahoqdh.png,KitchenAid is an American home appliance brand owned by Whirlpool Corporation.,,,
226,Aveda,https://www.crunchbase.com/organization/aveda?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aveda.com,http://www.aveda.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1465030129/mmmoq6jagplcy6uzn90g.png,"Aveda creates high performance, botanically-based products for beauty professionals and consumers.",,,
227,Weee!,https://www.crunchbase.com/organization/weee?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sayweee.com,http://www.sayweee.com/en,https://res.cloudinary.com/crunchbase-production/image/upload/d1qcy7dhsfafm1hhl4mx,Weee! is a California-based online grocery delivery platform that offers Hispanic and Asian foods specialty products and everyday staples.,,,
228,MAC Cosmetics,https://www.crunchbase.com/organization/mac-cosmetics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,maccosmetics.co.uk,http://www.maccosmetics.co.uk/,https://res.cloudinary.com/crunchbase-production/image/upload/v1465029617/jwnwzjlnyubscxzgvxzp.png,"MAC Cosmetics, stylized as M·A·C, is a cosmetics manufacturer founded in Toronto and now headquartered in New York City .",,,
229,Theory,https://www.crunchbase.com/organization/theory?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,theory.com,http://www.theory.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1467711784/yplhmw1xjm2uy2y4ducw.png,"Theory The latest news, collections and happenings.",,,
230,Crowd Cow,https://www.crunchbase.com/organization/crowd-cow?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,crowdcow.com,https://www.crowdcow.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1473308747/glibiwes1fhzw9rbj3im.png,Crowd Cow works with small family farms to let users choose their cow and their cut.,,,
231,Brandless,https://www.crunchbase.com/organization/brandless?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,brandless.com,http://www.brandless.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1481133206/jm4dcotwjqztjvxtvgxy.jpg,Brandless is a direct-to-consumer company providing household items.,,,
232,Good Buy Gear,https://www.crunchbase.com/organization/good-buy-gear?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,goodbuygear.com,https://goodbuygear.com,https://res.cloudinary.com/crunchbase-production/image/upload/bvtwevbh6s7dbgdu5keq,Good Buy Gear is a marketplace for secondhand baby and kids' gear that takes all the friction out of selling and buying.,,,
233,Faire,https://www.crunchbase.com/organization/indigo-fair?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,faire.com,https://www.faire.com,https://res.cloudinary.com/crunchbase-production/image/upload/tzuwtiblcw1l7vnr0adb,Faire is a curated marketplace for local retailers to discover the best makers and brands to stock their stores risk-free.,,,
234,Urban Decay,https://www.crunchbase.com/organization/urban-decay?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,urbandecay.com,http://www.urbandecay.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1489467946/xhz6nvkqqjlucm9i7oj5.png,Urban Decay unleashed a line of lipsticks and nail enamels inspired by seedier facets of the urban landscape.,,,
235,Drunk Elephant,https://www.crunchbase.com/organization/drunk-elephant-holdings?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,drunkelephant.com,http://www.drunkelephant.com/,https://res.cloudinary.com/crunchbase-production/image/upload/xwd5h6jhsphkw5ierpa1,Drunk Elephant is a non-toxic skin care brand.,,,
236,Yamibuy,https://www.crunchbase.com/organization/yamibuy?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,yamibuy.com,http://www.yamibuy.com/en/,https://res.cloudinary.com/crunchbase-production/image/upload/v1499744412/s55tdl1dtxoowabonwgi.png,Yamibuy is the leading Asian-centric Internet retailer in the U.S.,,,
237,ALDO,https://www.crunchbase.com/organization/aldo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aldogroup.com,http://www.aldogroup.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1501823386/sma79kodcomlxuy4ra2a.png,ALDO is a creator and operator of desirable footwear and accessory brands.,,,
238,Public Goods,https://www.crunchbase.com/organization/public-goods?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,publicgoods.com,http://www.publicgoods.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1502446515/tohvzktjbjc0alcyerxy.png,Making healthy products affordable,,,
239,Cuisinart,https://www.crunchbase.com/organization/cuisinart-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,cuisinart.com,https://www.cuisinart.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1506396590/vir642daynzsywgukrgc.png,Cuisinart is an American home appliance brand.,,,
240,PAIGE,https://www.crunchbase.com/organization/paige?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,paige.com,http://www.paige.com/,https://res.cloudinary.com/crunchbase-production/image/upload/tng8ggsgbprnltplqzz3,PAIGE is a denim and lifestyle apparel brand.,,,
241,First Aid Beauty,https://www.crunchbase.com/organization/first-aid-beauty?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,firstaidbeauty.com,http://firstaidbeauty.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1509738102/tjpk4mvqxfnriaozwtxz.svg,First Aid Beauty is a cosmetics company providing skin care and makeup products.,,,
242,Uber Eats,https://www.crunchbase.com/organization/uber-eats?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ubereats.com,https://www.ubereats.com/,https://res.cloudinary.com/crunchbase-production/image/upload/rmtza9jbssv88tjvog1e,Uber Eats is a food delivery platform that makes getting great food from a favorite local restaurants as easy as requesting a ride.,,,
243,Lulus,https://www.crunchbase.com/organization/lulus?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lulus.com,https://www.lulus.com/,https://res.cloudinary.com/crunchbase-production/image/upload/iagohcq3ztthzmsvvzst,"Lulu's fashion lounge is an online store for women's dresses,shoes, accessories, and clothing.",,,
244,Fernish,https://www.crunchbase.com/organization/fernish?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fernish.com,https://www.fernish.com,https://res.cloudinary.com/crunchbase-production/image/upload/ipfgty5ijyy2lgbhqsog,Fernish is a furniture rental startup company that offers furniture as a subscription model to consumers living a mobile lifestyle.,,,
245,Anastasia Beverly Hills,https://www.crunchbase.com/organization/anastasia-beverly-hills?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,anastasiabeverlyhills.com,http://www.anastasiabeverlyhills.com/,https://res.cloudinary.com/crunchbase-production/image/upload/csehz8fap6ccb1rfqupe,"A beauty company based in Beverly Hills, CA.",,,
246,Italic,https://www.crunchbase.com/organization/italic?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,italic.com,http://italic.com,https://res.cloudinary.com/crunchbase-production/image/upload/m3zv0zmoamyu0gnzqu9s,Modern-day ''everything store'',,,
247,Sunday Riley,https://www.crunchbase.com/organization/sunday-riley?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,sundayriley.com,https://sundayriley.com/,https://res.cloudinary.com/crunchbase-production/image/upload/jkpmzdrxakwdstyxx8ib,Sunday Riley is a provider of skincare products which uses only cutting-edge technology and highest quality ingredients.,,,
248,Stix,https://www.crunchbase.com/organization/stix-9801?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,getstix.co,https://getstix.co/,https://res.cloudinary.com/crunchbase-production/image/upload/nsejbc7uu0ryi0otncl0,"Stix is the female-founded, no-judgment health brand with the products, education, & community you need to make decisions about your body.",,,
249,Stix,https://www.crunchbase.com/organization/stix-49c6?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,stixkoopjesmarkt.nl,http://www.stixkoopjesmarkt.nl,https://res.cloudinary.com/crunchbase-production/image/upload/cs39yyktq1xe0pzectly,"Stix is an online store that supplies shoes, clothing, hand tools, heaters, locks, cleaning and accessories.",,,
250,Gymshark,https://www.crunchbase.com/organization/gymshark?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,gymshark.com,https://www.gymshark.com/,https://res.cloudinary.com/crunchbase-production/image/upload/e2qhqhowpc3i3lhliq4f,Gymshark is an online retailer and technology company of fitness apparel and accessories brands.,,,
251,Thrasio,https://www.crunchbase.com/organization/thrasio?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thras.io,http://www.thras.io,https://res.cloudinary.com/crunchbase-production/image/upload/v9x9e2rrtg9nwarr4bwl,Thrasio is a digital consumer goods company that acquires private label Amazon FBA businesses and direct-to-consumer e-commerce brands.,,,
252,Savage X Fenty,https://www.crunchbase.com/organization/savage-x-fenty?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,savagex.com,https://www.savagex.com/,https://res.cloudinary.com/crunchbase-production/image/upload/sa5mbaxorhbgaductgws,Savage X Fenty is an accessories company that offers underwear and other fashion clothes for women.,,,
253,SHEIN,https://www.crunchbase.com/organization/shein?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,shein.com,http://www.shein.com/,https://res.cloudinary.com/crunchbase-production/image/upload/53ebe9c56c5ace21db0f,Sheinside is an online shopping platform that offers apparel and accessories for women and kids.,,,
254,Caraway,https://www.crunchbase.com/organization/caraway?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,carawayhome.com,https://www.carawayhome.com/,https://res.cloudinary.com/crunchbase-production/image/upload/raml2xzpwgc9tpomgaxd,"Caraway is on a mission to craft well-designed, non-toxic ceramic cookware.",,,
255,YesStyle,https://www.crunchbase.com/organization/yesstyle?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,yesstyle.com,https://www.yesstyle.com/,https://res.cloudinary.com/crunchbase-production/image/upload/8eb7ceac7128df6281d2,"YesStyle is an online marketplace for fashion, beauty and lifestyle products.",,,
